loyalty_number,loyalty_card,clv,province
478792,aurora,5815.26,ontario
675385,aurora,5815.26,british columbia
434620,aurora,5817.83,british columbia
833436,aurora,5821.68,british columbia
915927,aurora,5821.68,ontario
173666,aurora,5824.22,british columbia
693659,aurora,5824.77,ontario
607266,aurora,5824.82,british columbia
415292,aurora,5827.41,ontario
668624,aurora,5827.41,british columbia
243294,aurora,5827.48,quebec
471170,aurora,5830.56,british columbia
531514,aurora,5830.56,ontario
667692,aurora,5837.53,british columbia
490824,aurora,5838.13,new brunswick
238607,aurora,5838.9,nova scotia
448896,aurora,5838.9,quebec
657865,aurora,5838.9,alberta
100428,aurora,5845.43,british columbia
272686,aurora,5846.11,saskatchewan
761444,aurora,5846.42,ontario
598369,aurora,5847.42,ontario
389996,aurora,5849.49,british columbia
833844,aurora,5849.49,ontario
776795,aurora,5860.48,ontario
173178,aurora,5862.8,quebec
146215,aurora,5866.07,quebec
747704,aurora,5866.07,british columbia
254428,aurora,5867.13,ontario
951941,aurora,5871.61,quebec
252450,aurora,6863.12,british columbia
561621,aurora,5878.2,ontario
107649,aurora,5879.18,alberta
425687,aurora,5880.26,ontario
758113,aurora,5886.22,ontario
229094,aurora,5887.18,ontario
508824,aurora,5887.18,alberta
121469,aurora,5890.53,ontario
456839,aurora,5894.91,british columbia
912064,aurora,5898.73,ontario
961177,aurora,5898.73,british columbia
171582,aurora,5903.61,ontario
485845,aurora,5904.85,saskatchewan
273179,aurora,5906.94,british columbia
135016,aurora,5908.16,ontario
582930,aurora,5913.31,ontario
200663,aurora,5917.47,british columbia
266541,aurora,5918.07,ontario
340782,aurora,5918.33,ontario
904317,aurora,5918.33,british columbia
556453,aurora,5923.12,ontario
583415,aurora,5923.12,alberta
317664,aurora,5923.52,manitoba
216445,aurora,5926.73,ontario
307785,aurora,5926.73,british columbia
525866,aurora,5926.73,quebec
532333,aurora,5926.73,quebec
155795,aurora,6889.62,british columbia
884089,aurora,5926.73,ontario
285202,aurora,5926.96,nova scotia
478566,aurora,5928.75,alberta
892079,aurora,5934.74,alberta
742356,aurora,5936.01,ontario
971582,aurora,5945.62,ontario
201115,aurora,6941.87,british columbia
717026,aurora,5946.67,alberta
568953,aurora,5953.21,british columbia
968666,aurora,5956.55,quebec
445008,aurora,5960.58,ontario
123393,aurora,5963.82,british columbia
521217,aurora,5963.82,quebec
311363,aurora,5964.35,quebec
330988,aurora,5969.55,alberta
696090,aurora,5969.55,ontario
465260,aurora,5977.79,british columbia
989154,aurora,5977.79,ontario
243726,aurora,5979.72,british columbia
403463,aurora,5979.72,saskatchewan
775176,aurora,5979.72,quebec
983809,aurora,7025.04,british columbia
424403,aurora,5981.38,ontario
283929,aurora,5989.77,alberta
477867,aurora,5989.77,ontario
996896,aurora,5989.77,new brunswick
376367,aurora,5994.23,ontario
892219,aurora,5994.26,ontario
929880,aurora,5994.42,ontario
390434,aurora,5995.41,ontario
644551,aurora,6005.03,quebec
300008,aurora,6005.21,british columbia
354002,aurora,6005.21,manitoba
389387,aurora,6005.21,manitoba
409768,aurora,6005.21,ontario
515969,aurora,6005.21,british columbia
595027,aurora,6005.21,quebec
642102,aurora,6005.21,ontario
109023,aurora,6005.85,nova scotia
199494,aurora,6005.85,saskatchewan
271987,aurora,6005.85,saskatchewan
351753,aurora,6005.85,ontario
408347,aurora,6005.85,british columbia
735770,aurora,6006.21,ontario
369141,aurora,6006.44,ontario
690563,aurora,6013.04,ontario
229636,aurora,6019.93,quebec
304726,aurora,6019.96,ontario
187041,aurora,6021.84,british columbia
510644,aurora,6021.84,ontario
488268,aurora,6031.52,ontario
452439,aurora,6032.74,british columbia
441964,aurora,6033.22,british columbia
381308,aurora,6039.02,british columbia
718409,aurora,6039.02,ontario
979168,aurora,6042.62,ontario
395887,aurora,6045.63,newfoundland
348448,aurora,6047.03,nova scotia
577232,aurora,6047.03,saskatchewan
736004,aurora,6047.03,ontario
878568,aurora,6047.03,quebec
608116,aurora,6048.57,alberta
825569,aurora,6051.64,newfoundland
705496,aurora,6052.0,ontario
772395,aurora,6052.0,british columbia
153987,aurora,6057.07,quebec
444904,aurora,6057.07,british columbia
759223,aurora,6057.07,quebec
793178,aurora,6057.07,manitoba
114493,aurora,6063.2,ontario
896592,aurora,6071.91,quebec
873415,aurora,6089.52,british columbia
804259,aurora,6091.9,ontario
906346,aurora,6091.9,british columbia
212230,aurora,6102.31,british columbia
391761,aurora,6102.95,ontario
760645,aurora,6102.95,british columbia
485280,aurora,6104.72,ontario
818454,aurora,6104.72,british columbia
591476,aurora,6105.8,british columbia
593868,aurora,6106.47,ontario
136230,aurora,6106.94,british columbia
749441,aurora,6106.94,quebec
392582,aurora,6112.76,ontario
458773,aurora,6112.76,alberta
713981,aurora,6117.03,quebec
567865,aurora,6120.19,quebec
292049,aurora,6126.57,quebec
606811,aurora,6131.66,ontario
444202,aurora,6134.39,quebec
353486,aurora,6140.24,nova scotia
952393,aurora,6140.24,saskatchewan
729677,aurora,6153.39,ontario
450888,aurora,6158.85,ontario
238063,aurora,6159.01,new brunswick
853826,aurora,6161.0,saskatchewan
864967,aurora,6161.0,ontario
312863,aurora,6162.37,quebec
582244,aurora,6165.86,new brunswick
412944,aurora,6167.85,quebec
899760,aurora,6172.39,british columbia
506418,aurora,7072.93,british columbia
846732,aurora,6172.91,ontario
505522,aurora,6177.11,ontario
766091,aurora,6177.11,british columbia
642020,aurora,6182.62,ontario
988927,aurora,6185.34,british columbia
417564,aurora,6185.97,quebec
708337,aurora,6185.97,new brunswick
703711,aurora,6186.5,british columbia
246690,aurora,7343.35,british columbia
669373,aurora,6189.12,ontario
836443,aurora,6189.44,ontario
485557,aurora,6190.32,ontario
504589,aurora,6191.4,ontario
840326,aurora,6198.79,ontario
514369,aurora,6199.96,new brunswick
756592,aurora,6199.96,quebec
455991,aurora,6225.02,british columbia
625621,aurora,6225.02,ontario
603079,aurora,6232.69,british columbia
388448,aurora,6236.02,ontario
832663,aurora,6236.02,british columbia
454440,aurora,6238.05,prince edward island
902515,aurora,6238.05,british columbia
876569,aurora,6239.26,british columbia
839967,aurora,6242.6,alberta
151571,aurora,6243.09,newfoundland
570784,aurora,6245.44,nova scotia
170027,aurora,6245.58,ontario
464771,aurora,6259.48,ontario
292164,aurora,6262.66,alberta
738432,aurora,6262.66,ontario
101902,aurora,6265.34,ontario
463606,aurora,6265.34,british columbia
902277,aurora,7355.35,british columbia
872158,aurora,6265.34,quebec
352424,aurora,6273.17,british columbia
100816,aurora,6273.91,ontario
986461,aurora,6273.91,ontario
183754,aurora,6274.56,ontario
931537,aurora,6275.16,ontario
215314,aurora,6277.01,alberta
221287,aurora,6277.84,british columbia
797845,aurora,6277.84,ontario
391106,aurora,6278.76,british columbia
519766,aurora,6278.76,quebec
442956,aurora,6285.02,newfoundland
713132,aurora,6285.48,alberta
241967,aurora,6288.16,british columbia
419648,aurora,6289.01,british columbia
557469,aurora,6289.01,quebec
253601,aurora,6289.95,british columbia
941170,aurora,6289.95,ontario
333680,aurora,6291.66,ontario
545917,aurora,6291.66,british columbia
444060,aurora,6292.74,ontario
572647,aurora,6300.44,ontario
311684,aurora,6307.5,ontario
357173,aurora,6307.5,saskatchewan
489501,aurora,6314.49,new brunswick
193020,aurora,7356.01,british columbia
418958,aurora,6328.18,british columbia
146702,aurora,7385.36,british columbia
719213,aurora,6333.03,british columbia
774275,aurora,6334.47,british columbia
158401,aurora,6355.68,ontario
687951,aurora,6355.68,british columbia
472879,aurora,6358.25,ontario
382243,aurora,6361.85,british columbia
178335,aurora,6364.9,ontario
150383,aurora,7478.31,british columbia
263766,aurora,6366.23,quebec
702915,aurora,6366.23,nova scotia
979449,aurora,6366.23,ontario
249270,aurora,7486.07,british columbia
142371,aurora,6369.26,british columbia
887464,aurora,6369.26,ontario
892517,aurora,6369.26,ontario
428130,aurora,6376.75,new brunswick
583165,aurora,6382.05,quebec
605343,aurora,6382.05,british columbia
204994,aurora,6382.58,manitoba
260838,aurora,6382.58,quebec
611667,aurora,7524.88,british columbia
565811,aurora,6395.35,quebec
801953,aurora,6395.35,manitoba
241391,aurora,6409.63,ontario
331706,aurora,6410.97,alberta
287979,aurora,6411.12,british columbia
566696,aurora,6412.37,new brunswick
954329,aurora,6414.08,british columbia
263781,aurora,7804.02,british columbia
894799,aurora,6431.74,nova scotia
401055,aurora,6438.97,quebec
498694,aurora,6439.78,ontario
113558,aurora,6444.08,quebec
781187,aurora,6451.26,british columbia
452417,aurora,6457.56,alberta
741470,aurora,6459.64,ontario
323311,aurora,6462.22,quebec
519300,aurora,6464.42,british columbia
522618,aurora,6464.42,ontario
583227,aurora,6465.22,ontario
857878,aurora,7951.78,british columbia
153998,aurora,8012.37,british columbia
790450,aurora,6470.54,ontario
650420,aurora,6473.33,british columbia
543599,aurora,6474.83,quebec
482673,aurora,6478.8,british columbia
708210,aurora,6480.68,ontario
169129,aurora,6481.38,ontario
300678,aurora,6481.53,ontario
700918,aurora,6503.22,british columbia
307256,aurora,6503.4,ontario
378857,aurora,6503.4,british columbia
448136,aurora,6503.4,alberta
791978,aurora,6503.4,ontario
474272,aurora,6508.76,quebec
274817,aurora,6511.1,ontario
368675,aurora,6512.98,ontario
261767,aurora,6513.61,ontario
584463,aurora,6516.21,ontario
159800,aurora,6521.37,nova scotia
160773,aurora,6521.37,quebec
496014,aurora,6521.37,manitoba
515315,aurora,6521.37,quebec
623222,aurora,6521.37,manitoba
270266,aurora,6535.56,ontario
775407,aurora,6537.05,quebec
791282,aurora,8093.9,british columbia
777561,aurora,6552.4,saskatchewan
731540,aurora,6554.22,alberta
455319,aurora,6555.36,new brunswick
318199,aurora,6563.64,ontario
804510,aurora,6563.64,alberta
637396,aurora,6570.97,ontario
663133,aurora,6575.54,manitoba
678722,aurora,6582.29,ontario
616183,aurora,6599.08,quebec
470998,aurora,6608.17,ontario
356618,aurora,6612.62,yukon
934893,aurora,6618.02,alberta
491369,aurora,6620.44,quebec
939593,aurora,6624.61,alberta
744304,aurora,6627.15,british columbia
736504,aurora,6631.67,ontario
950336,aurora,6631.67,british columbia
721786,aurora,6645.93,ontario
344570,aurora,6647.85,ontario
927165,aurora,6656.15,ontario
197192,aurora,6656.2,ontario
711864,aurora,6661.18,ontario
576051,aurora,6661.74,quebec
272551,aurora,6670.85,british columbia
385861,aurora,6672.06,nova scotia
551961,aurora,6674.45,quebec
730008,aurora,6676.73,ontario
313708,aurora,6678.9,saskatchewan
807970,aurora,6678.9,nova scotia
502023,aurora,6685.07,british columbia
713039,aurora,6685.8,ontario
937476,aurora,6686.13,british columbia
792332,aurora,6687.59,yukon
857516,aurora,6688.86,ontario
180216,aurora,6689.02,new brunswick
301793,aurora,6689.02,british columbia
308480,aurora,6689.02,ontario
802196,aurora,6689.02,quebec
465095,aurora,6692.14,alberta
639117,aurora,6692.14,ontario
942779,aurora,6696.9,ontario
151554,aurora,6698.97,new brunswick
290091,aurora,6698.97,quebec
280216,aurora,6699.28,british columbia
348173,aurora,6699.28,quebec
452684,aurora,6707.99,british columbia
499482,aurora,8131.78,british columbia
744711,aurora,8150.57,british columbia
475233,aurora,6715.29,new brunswick
715184,aurora,6715.29,quebec
775768,aurora,6715.59,british columbia
474305,aurora,6721.89,manitoba
583565,aurora,6722.7,quebec
907038,aurora,6725.04,ontario
204375,aurora,6727.62,quebec
788515,aurora,6729.87,quebec
580508,aurora,6731.05,nova scotia
746235,aurora,6732.2,quebec
926106,aurora,6732.2,british columbia
531976,aurora,6732.97,british columbia
246421,aurora,8161.58,british columbia
899287,aurora,6743.12,ontario
642901,aurora,6745.25,british columbia
164224,aurora,8324.23,british columbia
658310,aurora,6746.43,quebec
267474,aurora,6748.23,british columbia
822555,aurora,6751.44,british columbia
675057,aurora,6753.43,ontario
849330,aurora,6753.43,british columbia
796541,aurora,6755.08,ontario
183224,aurora,6756.06,quebec
283709,aurora,6756.06,nova scotia
319092,aurora,6758.81,british columbia
845488,aurora,6758.81,quebec
181498,aurora,6762.08,ontario
337818,aurora,6762.08,british columbia
271043,aurora,6765.8,ontario
451183,aurora,6766.56,british columbia
659882,aurora,6767.81,british columbia
734727,aurora,6778.84,quebec
939103,aurora,6788.08,quebec
981434,aurora,6796.84,british columbia
939319,aurora,6798.27,saskatchewan
211524,aurora,6803.6,british columbia
404920,aurora,6803.62,ontario
380059,aurora,6806.49,ontario
159680,aurora,6811.58,saskatchewan
748105,aurora,6817.43,manitoba
428383,aurora,6826.8,ontario
109612,aurora,6827.18,prince edward island
703621,aurora,6827.18,british columbia
940874,aurora,6829.41,prince edward island
985757,aurora,6832.11,ontario
708160,aurora,6843.85,ontario
127185,aurora,6846.15,quebec
318945,aurora,6846.15,new brunswick
157300,aurora,8617.55,british columbia
408990,aurora,6852.0,ontario
595624,aurora,6852.36,quebec
730715,aurora,6852.36,new brunswick
353648,aurora,6857.52,british columbia
967241,aurora,6857.52,quebec
314713,aurora,6860.59,british columbia
367685,aurora,6861.28,british columbia
207576,aurora,6862.51,alberta
511226,aurora,8622.84,british columbia
866417,aurora,6864.65,ontario
392206,aurora,6869.19,british columbia
967727,aurora,6869.19,quebec
462833,aurora,6871.97,ontario
971097,aurora,6872.04,ontario
338346,aurora,6875.61,british columbia
550173,aurora,6876.31,british columbia
950896,aurora,6877.82,british columbia
354442,aurora,6880.47,british columbia
410373,aurora,6880.63,new brunswick
884505,aurora,6880.63,quebec
646756,aurora,6883.67,quebec
723707,aurora,6883.69,british columbia
795820,aurora,6889.1,alberta
586076,aurora,8712.16,british columbia
452279,aurora,6893.17,british columbia
431392,aurora,6896.09,british columbia
449084,aurora,6897.51,nova scotia
489549,aurora,6897.51,quebec
530613,aurora,6903.95,ontario
293685,aurora,6906.2,ontario
213979,aurora,6907.55,ontario
442980,aurora,6912.04,ontario
438383,aurora,6913.57,ontario
470802,aurora,6921.97,ontario
932453,aurora,6925.18,nova scotia
153953,aurora,6930.63,quebec
384737,aurora,6930.63,british columbia
137999,aurora,6938.87,ontario
838553,aurora,6938.87,british columbia
771943,aurora,6940.97,ontario
523188,aurora,8714.92,british columbia
384602,aurora,6941.9,ontario
281328,aurora,6943.56,new brunswick
784271,aurora,6943.56,quebec
983242,aurora,6948.33,british columbia
714206,aurora,6950.1,quebec
279468,aurora,6961.95,british columbia
760166,aurora,6961.95,prince edward island
616667,aurora,6966.32,british columbia
881818,aurora,6966.69,alberta
677963,aurora,6974.92,british columbia
944454,aurora,6980.33,quebec
932270,aurora,6986.6,british columbia
133065,aurora,6990.92,british columbia
959977,aurora,9453.0,british columbia
270730,aurora,6992.53,quebec
938482,aurora,6992.53,manitoba
181852,aurora,6993.38,ontario
321457,aurora,6997.83,ontario
992986,aurora,7017.15,quebec
215952,aurora,7019.18,new brunswick
662973,aurora,7019.18,ontario
800450,aurora,7019.18,ontario
926494,aurora,7019.18,quebec
262574,aurora,7025.04,quebec
672649,aurora,10390.67,british columbia
552364,aurora,7027.76,british columbia
428922,aurora,7031.46,british columbia
399973,aurora,7031.79,british columbia
563386,aurora,7035.53,ontario
814067,aurora,7035.53,alberta
592145,aurora,7035.76,quebec
632974,aurora,7035.97,manitoba
559622,aurora,7039.26,ontario
680569,aurora,7046.48,quebec
894532,aurora,10392.96,british columbia
278928,aurora,7054.78,ontario
572448,aurora,7054.78,british columbia
861480,aurora,7055.96,british columbia
146086,aurora,7057.46,nova scotia
580341,aurora,7057.89,british columbia
526349,aurora,7069.74,british columbia
262351,aurora,7072.93,quebec
458745,aurora,11926.75,british columbia
543852,aurora,7074.4,quebec
307631,aurora,7076.65,ontario
350059,aurora,7076.65,british columbia
486776,aurora,7080.13,quebec
611247,aurora,7081.69,quebec
251095,aurora,7082.83,alberta
242812,aurora,7083.64,ontario
822727,aurora,7086.18,ontario
526344,aurora,7089.68,british columbia
870522,aurora,7089.68,quebec
337925,aurora,7090.47,quebec
874363,aurora,7094.16,british columbia
507555,aurora,7094.17,ontario
201273,aurora,12516.92,british columbia
956558,aurora,7107.66,british columbia
966580,aurora,7109.3,ontario
462993,aurora,7122.27,quebec
601027,aurora,7122.27,british columbia
266536,aurora,7123.08,quebec
390924,aurora,7130.29,british columbia
184035,aurora,7143.04,british columbia
632398,aurora,7143.04,ontario
290994,aurora,7158.53,ontario
760672,aurora,7159.81,nova scotia
483212,aurora,7163.54,ontario
489108,aurora,7163.54,british columbia
475535,aurora,12904.94,british columbia
430323,aurora,7172.07,ontario
883055,aurora,7173.91,ontario
762117,aurora,7176.59,newfoundland
309352,aurora,7180.27,ontario
631853,aurora,7180.97,alberta
470272,aurora,7188.61,nova scotia
140042,aurora,7189.11,ontario
486117,aurora,7193.1,ontario
472702,aurora,7198.42,ontario
805598,aurora,13178.43,british columbia
328543,aurora,7199.65,british columbia
129372,aurora,7200.66,british columbia
483627,aurora,7200.66,british columbia
493061,aurora,7200.66,ontario
802425,aurora,7200.66,british columbia
110065,aurora,13432.0,british columbia
268139,aurora,7212.14,ontario
933642,aurora,7218.02,british columbia
399214,aurora,7218.09,ontario
634615,aurora,14274.55,british columbia
289921,aurora,7218.38,quebec
910492,aurora,7223.69,newfoundland
456140,aurora,7224.24,ontario
760876,aurora,7228.01,ontario
884611,aurora,7228.99,nova scotia
155020,aurora,14455.86,british columbia
498587,aurora,7232.61,ontario
512358,aurora,15512.56,british columbia
262526,aurora,7236.13,british columbia
155820,aurora,7247.21,british columbia
163260,aurora,7247.31,british columbia
213177,aurora,7247.31,ontario
482681,aurora,7247.5,saskatchewan
869712,aurora,7247.74,new brunswick
327365,aurora,7255.71,british columbia
725182,aurora,7255.95,ontario
865494,aurora,7255.95,british columbia
119633,aurora,7256.58,newfoundland
979355,aurora,7256.58,quebec
471204,aurora,7258.63,new brunswick
278539,aurora,7258.99,ontario
903327,aurora,7258.99,british columbia
723015,aurora,7259.33,ontario
661118,aurora,7260.83,quebec
661587,aurora,7264.8,ontario
902192,aurora,7268.1,ontario
568880,aurora,7269.34,quebec
994374,aurora,7276.34,ontario
208234,aurora,7281.25,quebec
874601,aurora,7281.25,new brunswick
588943,aurora,7281.44,ontario
950961,aurora,7281.44,alberta
368045,aurora,7281.72,british columbia
374421,aurora,7281.72,quebec
990122,aurora,7282.22,british columbia
706425,aurora,7284.26,ontario
586686,aurora,7284.36,quebec
180024,aurora,7284.45,british columbia
616875,aurora,7285.03,british columbia
642043,aurora,7285.03,ontario
736646,aurora,7285.03,british columbia
871627,aurora,7285.03,british columbia
829505,aurora,7286.79,ontario
607538,aurora,7288.3,ontario
723112,aurora,7288.3,british columbia
135134,aurora,15806.53,british columbia
157212,aurora,7289.3,quebec
999902,aurora,7290.07,ontario
576911,aurora,7292.95,alberta
717150,aurora,7292.95,ontario
833397,aurora,7294.4,british columbia
279380,aurora,7294.49,ontario
593252,aurora,7295.43,quebec
187459,aurora,7297.69,quebec
176688,aurora,7298.58,ontario
274473,aurora,7298.58,british columbia
760111,aurora,7302.78,british columbia
886803,aurora,7304.16,british columbia
441631,aurora,15950.02,british columbia
312490,aurora,7319.58,quebec
551248,aurora,7320.99,british columbia
636413,aurora,7322.93,ontario
706962,aurora,7322.93,british columbia
618871,aurora,7324.29,quebec
325778,aurora,7325.89,ontario
236395,aurora,7326.54,saskatchewan
908246,aurora,7326.54,nova scotia
980575,aurora,7329.89,quebec
706125,aurora,7330.19,ontario
906158,aurora,7331.51,british columbia
977303,aurora,7331.51,ontario
593190,aurora,7334.33,quebec
369188,aurora,7334.92,quebec
323776,aurora,7340.5,yukon
279777,aurora,7341.74,quebec
224691,aurora,7343.35,ontario
961264,aurora,19688.32,british columbia
359029,aurora,7343.53,ontario
989262,aurora,7347.41,british columbia
482922,aurora,21205.38,british columbia
745354,aurora,22062.55,british columbia
797704,aurora,38410.6,british columbia
823319,aurora,7356.38,quebec
664008,aurora,7356.56,saskatchewan
893266,aurora,7367.65,manitoba
606875,aurora,7371.59,british columbia
797216,aurora,7374.08,british columbia
464117,aurora,7375.57,alberta
723438,aurora,7375.57,ontario
917191,aurora,7377.23,british columbia
294184,aurora,7379.46,ontario
349577,aurora,7381.62,ontario
938031,aurora,7381.91,ontario
508456,nova,2759.98,british columbia
906946,aurora,7388.18,ontario
284782,aurora,7396.28,alberta
962455,aurora,7396.28,ontario
929455,aurora,7396.72,british columbia
182205,aurora,7399.03,ontario
530770,aurora,7399.03,british columbia
141047,aurora,7403.45,quebec
413243,aurora,7405.27,quebec
211842,aurora,7405.42,ontario
567319,aurora,7406.88,quebec
349220,aurora,7408.17,quebec
162180,aurora,7409.08,new brunswick
297702,aurora,7409.08,quebec
994707,aurora,7409.59,ontario
796213,aurora,7412.03,quebec
883841,aurora,7412.14,manitoba
244762,aurora,7412.96,ontario
271357,aurora,7412.96,british columbia
338285,aurora,7414.44,ontario
855007,aurora,7414.44,british columbia
614830,aurora,7416.2,ontario
664799,aurora,7416.2,alberta
381539,aurora,7416.47,ontario
609532,aurora,7421.59,ontario
666680,aurora,7422.19,quebec
789148,aurora,7422.19,new brunswick
404846,aurora,7425.85,ontario
315242,aurora,7425.87,alberta
455474,aurora,7427.5,newfoundland
650529,aurora,7427.85,ontario
938830,aurora,7430.35,ontario
915194,aurora,7432.86,british columbia
738874,aurora,7433.82,alberta
288500,aurora,7434.68,ontario
554888,aurora,7437.51,quebec
352280,aurora,7437.69,alberta
599184,aurora,7442.57,ontario
196202,aurora,7443.83,quebec
164388,aurora,7444.81,british columbia
317683,aurora,7444.81,ontario
224661,aurora,7444.94,quebec
239276,aurora,7446.81,ontario
123944,aurora,7451.48,nova scotia
258123,aurora,7451.48,saskatchewan
822901,aurora,7452.54,ontario
229436,aurora,7452.94,ontario
178157,aurora,7457.24,ontario
438525,aurora,7457.24,alberta
574640,aurora,7457.34,saskatchewan
914959,aurora,7457.34,nova scotia
352242,aurora,7462.93,british columbia
443557,aurora,7462.93,british columbia
632515,nova,2773.46,british columbia
429849,aurora,7465.98,ontario
728135,aurora,7469.15,quebec
373044,aurora,7472.67,nova scotia
762681,aurora,7475.78,quebec
919832,nova,2807.05,british columbia
540316,aurora,7480.71,quebec
942413,aurora,7480.71,nova scotia
668970,nova,2810.46,british columbia
480872,nova,2828.1,british columbia
662045,nova,2839.81,british columbia
264034,nova,2840.9,british columbia
107571,aurora,7486.09,british columbia
549034,aurora,7486.17,british columbia
896861,aurora,7487.74,ontario
603739,aurora,7492.06,ontario
210298,aurora,7494.09,quebec
536409,aurora,7494.09,manitoba
726940,aurora,7496.01,ontario
557633,aurora,7498.82,british columbia
345959,aurora,7507.46,quebec
349108,aurora,7507.46,british columbia
554572,aurora,7507.46,ontario
216596,nova,2862.18,british columbia
573290,nova,2877.35,british columbia
308214,aurora,7516.83,ontario
396048,aurora,7517.08,ontario
147241,aurora,7517.38,ontario
951389,aurora,7519.03,ontario
390190,aurora,7519.13,british columbia
407404,aurora,7519.13,ontario
433300,aurora,7519.13,quebec
604783,aurora,7519.13,alberta
638237,aurora,7519.13,ontario
744117,aurora,7519.13,ontario
948950,aurora,7522.07,ontario
106838,aurora,7524.74,british columbia
221813,nova,2906.3,british columbia
877008,nova,2926.83,british columbia
674876,aurora,7528.09,british columbia
488151,aurora,7531.03,manitoba
898698,aurora,7535.43,saskatchewan
536092,aurora,7536.07,quebec
120583,aurora,7539.6,british columbia
761674,aurora,7540.05,british columbia
544421,aurora,7540.39,ontario
537701,aurora,7540.58,saskatchewan
372622,aurora,7540.91,new brunswick
601332,aurora,7540.91,quebec
741657,aurora,7542.71,ontario
948616,aurora,7542.71,british columbia
883816,aurora,7546.61,ontario
834012,aurora,7550.87,british columbia
922786,aurora,7559.21,quebec
932233,nova,2939.94,british columbia
296915,aurora,7564.61,quebec
250391,aurora,7568.85,ontario
249019,aurora,7573.34,new brunswick
928153,aurora,7573.35,alberta
681984,aurora,7575.65,yukon
155965,aurora,7582.11,prince edward island
619548,aurora,7582.11,saskatchewan
647933,aurora,7582.11,british columbia
804438,aurora,7582.11,ontario
877384,aurora,7583.14,manitoba
404431,aurora,7583.56,ontario
615214,aurora,7583.56,british columbia
499913,aurora,7588.36,british columbia
952573,aurora,7588.36,quebec
851845,aurora,7589.63,british columbia
102615,aurora,7590.05,saskatchewan
861104,aurora,7590.96,quebec
201709,aurora,7591.11,british columbia
490487,aurora,7591.11,ontario
787249,aurora,7591.83,british columbia
876062,aurora,7596.29,british columbia
301094,aurora,7600.44,manitoba
779468,aurora,7601.95,quebec
442792,aurora,7602.66,ontario
748810,aurora,7606.71,quebec
497476,aurora,7607.0,newfoundland
120434,aurora,7611.95,ontario
251432,aurora,7613.05,nova scotia
256731,aurora,7614.14,british columbia
294005,aurora,7614.83,ontario
401769,aurora,7615.38,ontario
759785,aurora,7618.44,quebec
902241,aurora,7618.44,nova scotia
389430,aurora,7619.48,alberta
623537,aurora,7619.52,alberta
892502,aurora,7623.58,ontario
718199,aurora,7627.03,ontario
423473,nova,3052.63,british columbia
766024,aurora,7627.66,british columbia
760508,aurora,7630.35,nova scotia
763615,aurora,7633.82,quebec
605341,aurora,7634.86,ontario
292843,aurora,7635.42,manitoba
792707,aurora,7635.42,quebec
270389,aurora,7635.55,british columbia
786230,aurora,7635.88,british columbia
213303,aurora,7638.44,british columbia
230687,aurora,7643.07,british columbia
696502,aurora,7644.76,british columbia
991213,aurora,7649.28,alberta
715678,aurora,7653.28,ontario
843919,aurora,7653.28,british columbia
495403,nova,3086.01,british columbia
950193,aurora,7661.39,ontario
698937,aurora,7662.43,nova scotia
557739,aurora,7664.22,british columbia
576658,nova,3123.08,british columbia
407768,aurora,7668.81,ontario
132914,aurora,7671.85,quebec
942819,aurora,7679.68,quebec
240141,aurora,7680.75,quebec
173938,aurora,7681.55,quebec
263302,aurora,7688.02,quebec
594044,aurora,7689.7,quebec
896951,aurora,7689.7,manitoba
302056,aurora,7690.16,ontario
982542,aurora,7693.12,quebec
223380,aurora,7700.62,quebec
583513,aurora,7703.4,ontario
958005,aurora,7704.25,ontario
858417,aurora,7706.03,quebec
282759,aurora,7706.04,ontario
189914,aurora,7706.96,new brunswick
384928,aurora,7710.91,british columbia
407641,aurora,7714.65,manitoba
127882,aurora,7716.44,ontario
934134,aurora,7724.68,manitoba
223638,aurora,7724.84,alberta
224607,aurora,7724.84,ontario
611873,aurora,7735.47,ontario
316307,aurora,7736.65,ontario
332855,aurora,7739.55,british columbia
923108,aurora,7748.81,saskatchewan
472009,aurora,7750.12,ontario
162658,aurora,7751.86,nova scotia
705806,nova,3142.88,british columbia
861079,aurora,7752.93,british columbia
809681,aurora,7757.13,alberta
614634,aurora,7757.92,ontario
649680,aurora,7761.27,british columbia
440928,aurora,7769.84,ontario
835484,aurora,7771.16,ontario
366049,nova,3220.78,british columbia
767507,aurora,7772.47,manitoba
104586,aurora,7772.58,ontario
387880,aurora,7777.2,british columbia
484243,aurora,7778.01,british columbia
873436,aurora,7778.01,ontario
633299,aurora,7778.53,ontario
826984,aurora,7780.49,british columbia
817527,aurora,7782.13,ontario
345090,aurora,7783.78,new brunswick
579726,aurora,7787.43,british columbia
371402,nova,3479.76,british columbia
388985,aurora,7796.0,ontario
399397,aurora,7799.44,quebec
631801,nova,3574.99,british columbia
456294,aurora,7804.6,british columbia
131680,aurora,7805.31,british columbia
433678,aurora,7805.31,ontario
933656,aurora,7805.31,ontario
979262,aurora,7805.31,ontario
544890,aurora,7806.14,manitoba
298795,aurora,7809.86,british columbia
135312,aurora,7812.89,quebec
551313,aurora,7814.6,ontario
476571,aurora,7821.95,british columbia
568442,aurora,7821.95,ontario
417838,aurora,7840.17,ontario
941092,aurora,7840.17,manitoba
952955,aurora,7840.17,ontario
994609,aurora,7850.13,quebec
433017,aurora,7853.96,british columbia
842054,aurora,7854.77,quebec
149884,aurora,7855.32,quebec
